Release Year,ID,Name
1962,20200,Captain Clegg
1962,20206,Gypsy
1962,20209,Days of Wine and Roses
1963,20211,Claws in the Lease
1964,20212,Freudy Cat
1964,20213,Hawaiian Aye Aye
1962,20214,Who's Got the Action?
1962,20220,The Lion
1963,20221,Nine Hours to Rama
1964,20224,Dumb Patrol
1964,20225,Dr. Devil and Mr. Hare
1963,20226,Mad as a Mars Hare
1964,20226,The Iceman Ducketh
1962,20227,The Day of the Triffids
1962,20228,Now Hear This
1964,20228,War and Pieces
1962,20229,In Search of the Castaways
1962,20234,Tales of Terror
1962,20236,Tower of London
1963,20241,It's a Mad Mad Mad Mad World
1962,20243,Guns of Darkness
1962,20244,Freud
1963,20247,30 Years of Fun
1962,20253,Period of Adjustment
1962,20254,The Password Is Courage
1962,20258,The Manchurian Candidate
1963,20260,The Hook
1963,20262,My Six Loves
1962,20264,The Main Attraction
1962,20267,To Kill a Mockingbird
1962,20270,Panic in Year Zero!
1962,20272,Two for the Seesaw
1962,20277,Shishkabugs
1962,20288,Escape from East Berlin
1963,20293,Diamond Head
1963,20295,Philbert (Three's a Crowd)
1963,20304,Love Is a Ball
1963,20308,Hud
1962,20315,Le couteau dans la plaie
1963,20317,Spencer's Mountain
1964,20319,The Incredible Mr. Limpet
1963,20320,Goose in the Rough
1962,20322,Dr. No
1963,20323,Tepee for Two
1963,20325,Science Friction
1963,20329,The Ugly American
1962,20330,Mister Magoo's Christmas Carol
1964,20340,False Hare
1964,20341,Bartholomew Versus the Wheel
1962,20342,Two Weeks in Another Town
1963,20343,Come Fly with Me
1963,20354,It Happened at the World's Fair
1962,20355,What Ever Happened to Baby Jane?
1963,20356,Toys in the Attic
1963,20357,Donovan's Reef
1963,20362,Cry of Battle
1963,20366,The Kiss of the Vampire
1963,20368,A Gathering of Eagles
1963,20369,Goose is Wild
1962,20370,Short in the Saddle
1963,20376,The Nutty Professor
1962,20377,The Spiral Road
1963,20379,The Mouse on the Moon
1964,20382,Paris - When It Sizzles
1963,20383,The Young and the Brave
1963,20385,The Birds
1963,20387,The Courtship of Eddie's Father
1963,20390,Summer Magic
1963,20393,The List of Adrian Messenger
1963,20396,The Haunting (I)
1963,20399,The Great Escape
1963,20400,The Raven
1963,20406,Rampage
1963,20408,Bye Bye Birdie
1963,20413,A Ticklish Affair
1965,20414,The Greatest Story Ever Told
1964,20415,Raggedy Rug
1965,20423,Pork Chop Phooey
1963,20424,A New Kind of Love
1963,20426,55 Days at Peking
1963,20428,Charade
1963,20431,"America, America"
1963,20432,Cattle King
1962,20434,Carmen Get It!
1963,20434,Of Love and Desire
1962,20436,Calling Dr. Woodpecker
1964,20440,Dumb Like a Fox
1963,20441,Kings of the Sun
1964,20441,Woody's Clip Joint
1964,20443,The Case of the Maltese Chicken
1964,20445,Deep Freeze Squeeze
1964,20446,Saddle-Sore Woody
1963,20447,Irma la Douce
1963,20449,The Pink Panther
1963,20452,The Wheeler Dealers
1964,20454,The Curse of the Mummy's Tomb
1964,20455,Nightmare
1964,20462,Skin Folks
1964,20463,Flight from Ashiya
1963,20464,Lilies of the Field
1964,20469,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
1964,20473,Lilith
1961,20478,Lycanthropus
1964,20479,Lady in a Cage
1962,20482,La Freccia d'oro
1963,20485,McLintock!
1964,20492,Rah Rah Ruckus
1964,20493,Lighthouse-keeping Blues
1963,20495,Shock Corridor
1963,20497,Lassie's Great Adventure
1963,20500,Who's Minding the Store?
1964,20501,Get Lost! Little Doggy
1964,20501,The Misadventures of Merlin Jones
1964,20503,Freeway Fracas
1964,20504,Roamin' Roman
1963,20505,Siege of the Saxons
1963,20506,Love with the Proper Stranger
1964,20506,Man's Favorite Sport?
1965,20507,Big Mouse-Take
1965,20509,Crow's Fete
1963,20512,In the Cool of the Day
1964,20513,Gunfighters of Casa Grande
1963,20516,Gunfight at Comanche Creek
1963,20518,The Cardinal
1963,20519,The Sword in the Stone
1963,20520,"Captain Newman, M.D."
1963,20523,The Prize
1963,20524,The Thrill of It All
1963,20525,"Take Her, She's Mine"
1963,20528,The Haunted Palace
1963,20529,X
1964,20531,Fail-Safe
1964,20534,Law of the Lawless
1964,20535,The Three Lives of Thomasina
1964,20536,Roof-Top Razzle Dazzle
1963,20538,Act One
1965,20540,A High Wind in Jamaica
1964,20543,Seven Days in May
1964,20549,Viva Las Vegas
1964,20551,Advance to the Rear
1963,20553,Il gattopardo
1964,20553,Where Love Has Gone
1964,20558,Wild and Wonderful
1964,20559,The Visit
1965,20560,Once a Thief
1964,20560,The Third Secret
1964,20564,Rhino!
1964,20567,The Train
1963,20568,From Russia with Love
1963,20570,4 for Texas
1964,20570,My Fair Lady
1964,20573,A Distant Trumpet
1964,20575,Ensign Pulver
1964,20586,The Big Parade of Comedy
1964,20592,Ski-Napper
1963,20594,Sunday in New York
1965,20595,Three Little Woodpeckers
1965,20596,Case of the Elephant's Trunk
1965,20597,Woodpecker Wanted
1965,20600,Fractured Friendship
1964,20604,The Fall of the Roman Empire
1964,20609,What a Way to Go!
1964,20610,Circus World
1964,20611,The Americanization of Emily
1963,20612,Twilight of Honor
1964,20613,The Night of the Iguana
1964,20614,Of Human Bondage
1964,20616,The Unsinkable Molly Brown
1964,20617,Surf Party
1964,20618,Strait-Jacket
1964,20625,Kissin' Cousins
1964,20629,For Those Who Think Young
1964,20630,Signpost to Murder
1964,20631,First Men in the Moon
1961,20632,The Errand Boy
1964,20635,Cheyenne Autumn
1964,20636,Dear Heart
1962,20641,All Fall Down
1964,20642,Behold a Pale Horse
1962,20643,How the West Was Won
1962,20644,The Wonderful World of the Brothers Grimm
1964,20645,The Naked Kiss
1964,20647,Much Ado About Mousing
1963,20648,Pent-House Mouse
1964,20648,Snowbody Loves Me
1964,20649,The Evil of Frankenstein
1964,20653,Mary Poppins
1964,20654,The Outrage
1964,20661,Robin and the 7 Hoods
1964,20665,Sex and the Single Girl
1965,20671,Return from the Ashes
1965,20673,The Collector
1964,20674,Woman of Straw
1964,20676,The Cat Above and the Mouse Below
1964,20682,The Secret Invasion
1965,20684,Those Calloways
1964,20688,East of Sudan
1964,20690,The World of Henry Orient
1964,20691,A Shot in the Dark
1964,20700,The Lively Set
1965,20701,Hysteria
1965,20703,Canned Dog Feud
1965,20706,Birds of a Feather
1965,20707,Guest Who?
1965,20709,Half Baked Alaska
1964,20710,Marnie
1964,20711,Witchcraft
1964,20713,The Killers
1964,20716,Send Me No Flowers
1964,20719,Guns of Diablo
1965,20722,Janie Get Your Gun
1964,20725,Hollywood goes to a World Premiere
1965,20726,Davey Cricket
1964,20727,"Kiss Me, Stupid"
1965,20730,Sioux Me
1964,20731,Goodbye Charlie
1965,20734,The Sound of Music
1965,20737,What's Peckin'
1966,20738,Rough Riding Hood
1965,20742,The Rounders
1965,20743,36 Hours
1964,20744,Mail Order Bride
1965,20750,Pesty Guest
1964,20754,Kisses for My President
1964,20758,The Earth Dies Screaming
1966,20761,Woody and the Beanstalk
1965,20763,The Brothers Carry-Mouse-Off
1965,20765,Girl Happy
1966,20767,Lonesome Ranger
1964,20770,Murder Ahoy
1966,20778,Hotel Paradiso
1965,20779,Strange Bedfellows
1967,20783,Cat and Dupli-cat
1966,20785,The Big Bite
1965,20787,None But the Brave
1965,20790,Dear Brigitte
1964,20791,"Hush...Hush, Sweet Charlotte"
1965,20793,The Reward
1965,20796,The Cincinnati Kid
1965,20797,Lady L
1965,20800,The Great Race
1965,20800,Zebra in the Kitchen
1967,20802,The Dirty Dozen
1965,20803,The Outlaws Is Coming
1965,20807,The Hallelujah Trail
1964,20808,Goldfinger
1966,20815,South Pole Pals
1965,20819,Major Dundee
1964,20820,Pancho's Hideaway
1965,20821,It's Nice to Have a Mouse Around the House
1964,20822,Road to Andalay
1965,20824,Doctor Zhivago
1965,20828,A Rage to Live
1964,20829,Back Door to Hell
1965,20836,How to Murder Your Wife
1966,20839,"Jerry, Jerry, Quite Contrary"
1967,20840,Cannery Rodent
1964,20841,The Best Man
1966,20842,Snow Place Like Home
1965,20843,The Hill
1965,20849,The Monkey's Uncle
1966,20852,Astronut Woody
1965,20853,The Agony and the Ecstasy
1965,20854,Von Ryan's Express
1965,20855,Morituri
1964,20856,Four Days in November
1965,20858,The Heroes of Telemark
1966,20862,Practical Yolk
1965,20869,Shenandoah
1964,20872,The Pink Phink
1965,20885,In Harm's Way
1965,20890,The Wild Chase
1964,20892,Pink Pajamas
1965,20893,We Give Pink Stamps
1965,20894,Dial 'P' for Pink
1965,20896,Cat Ballou
1965,20902,The Ipcress File
1966,20904,7 Women
1967,20904,Surf-Bored Cat
1965,20912,I Saw What You Did
1965,20920,Mirage
1965,20924,The Third Day
1965,20927,Arizona Raiders
1965,20928,King Rat
1965,20929,The Money Trap
1965,20932,The Family Jewels
1965,20933,The Sons of Katie Elder
1965,20934,Red Line 7000
1965,20935,The Spy Who Came In from the Cold
1965,20936,Corn on the Cop
1965,20938,The Glory Guys
1966,20938,The Naked Prey
1966,20942,Fantastic Voyage
1965,20944,The Year of the Mouse
1965,20947,Battle of the Bulge
1965,20950,Harlow (I)
1965,20951,The Bedford Incident
1965,20952,The Slender Thread
1965,20953,The Knack ...and How to Get It
1965,20963,Marriage on the Rocks
1966,20963,Mister Buddwing
1965,20966,A Patch of Blue
1965,20969,The Sandpiper
1965,20972,Pink Ice
1965,20973,Pickled Pink
1965,20974,Sink Pink
1965,20976,Shocking Pink
1965,20977,That Darn Cat!
1965,20983,Harum Scarum
1965,20984,Inside Daisy Clover
1965,20987,The Cat's Me-Ouch
1966,20989,The Oscar
1965,20990,What's New Pussycat
1965,20994,Moment to Moment
1965,21000,Pinkfinger
1965,21003,How to Stuff a Wild Bikini
1965,21004,Winter A-Go-Go
1966,21011,Polar Fright
1965,21013,The Pink Tail Fly
1965,21014,Rushing Roulette
1965,21017,The Flight of the Phoenix
1965,21019,The Liquidator
1966,21023,The Rare Breed
1966,21026,El Greco
1965,21027,Pink Panzer
1965,21029,Blindfold
1965,21039,Boeing (707) Boeing (707)
1967,21042,Vicious Viking
1967,21044,Window Pains
1967,21045,A Countess from Hong Kong
1966,21045,Monster of Ceremonies
1967,21047,Sissy Sheriff
1966,21052,Frankie and Johnny
1966,21054,Alfie
1965,21058,"Run, Run, Sweet Road Runner"
1965,21060,An Ounce of Pink
1965,21062,Zip Zip Hooray!
1965,21063,Roadrunner a Go-Go
1967,21064,Have Gun - Can't Travel
1966,21067,Lord Love a Duck
1966,21069,"Don't Worry, We'll Think of a Title"
1966,21071,Harper
1966,21073,A Big Hand for the Little Lady
1966,21074,Who's Afraid of Virginia Woolf?
1966,21075,Nevada Smith
1966,21077,The Glass Bottom Boat
1966,21084,Stagecoach
1966,21086,The Ghost and Mr. Chicken
1966,21089,Alvarez Kelly
1966,21093,"Paradise, Hawaiian Style"
1965,21095,Boulder Wham!
1965,21096,Tired and Feathered
1965,21097,Just Plane Beep
1966,21098,Clippety Clobbered
1966,21101,This Property Is Condemned
1965,21103,Curse of the Voodoo
1965,21104,Frankenstein Meets the Spacemonster
1966,21108,Paris brûle-t-il?
1966,21115,"Follow Me, Boys!"
1966,21117,The Bible: In the Beginning...
1966,21119,Lost Command
1965,21127,Reel Pink
1966,21128,Arabesque
1966,21129,The Chase
1966,21130,"What Did You Do in the War, Daddy?"
1965,21134,Bully for Pink
1965,21134,Go Go Amigo
1966,21135,The Texican
1966,21138,The Astroduck
1967,21139,"Monkeys, Go Home!"
1965,21141,Chaser on the Rocks
1965,21145,The Great De Gaulle Stone Operation
1966,21147,Daffy Rents
1965,21148,Highway Runnery
1967,21149,Guided Mouse-ille
1967,21150,O-Solar-Meow
1965,21152,Hairied and Hurried
1966,21153,Filet Meow
1966,21155,"Boy, Did I Get a Wrong Number!"
1966,21158,El Dorado
1966,21161,A Fine Madness
1966,21163,One Spy Too Many
1966,21165,Torn Curtain
1966,21166,The Appaloosa
1967,21169,Guided Mouse-ille
1967,21169,The Nautical Nut
1966,21170,Out and Out Rout
1966,21171,Mucho Locos
1967,21172,Mouse in the House
1967,21173,The Gnome-Mobile
1966,21174,How to Steal a Million
1966,21176,Shot and Bothered
1966,21179,Pink Punch
1966,21183,Cast a Giant Shadow
1966,21185,One of Our Spies Is Missing
1966,21186,One Million Years B.C.
1967,21186,The Honey Pot
1966,21187,Napoleon Blown-Aparte
1966,21188,The Group
1966,21194,A-Haunting We Will Go
1966,21195,Mexican Mousepiece
1968,21197,2001: A Space Odyssey
1966,21200,Spinout
1966,21202,Cirrhosis of the Louvre
1966,21203,Pink Pistons
1966,21204,A Man for All Seasons
1966,21206,The Solid Tin Coyote
1966,21210,The Sand Pebbles
1966,21216,Khartoum
1966,21218,Walk Don't Run
1966,21219,Duel at Diablo
1966,21224,Vitamin Pink
1966,21227,The Professionals
1966,21229,Snow Excuse
1966,21230,A Squeak in the Deep
1966,21230,Ape Suzette
1966,21231,"Smile Pretty, Say Pink"
1966,21232,The Pink Blueprint
1966,21234,Plastered in Paris
1966,21235,Swing Ding Amigo
1967,21236,Advance and Be Mechanized
1966,21236,Feather Finger
1967,21237,The Taming of the Shrew
1965,21240,Per qualche dollaro in più
1967,21250,Hombre
1966,21251,Matinee Mouse
1966,21253,A Funny Thing Happened on the Way to the Forum
1966,21253,"Reaux, Reaux, Reaux Your Boat"
1966,21259,"Namu, the Killer Whale"
1965,21260,I criminali della galassia
1966,21262,Kaleidoscope
1966,21263,Gambit
1966,21269,The Deadly Affair
1967,21270,Purr-Chance to Dream
1966,21272,Chamber of Horrors
1967,21275,The Venetian Affair
1966,21277,Cock-a-Doodle Deux-Deux
1967,21280,Two for the Road
1966,21295,Island of Terror
1966,21297,Batman
1967,21299,La Vingt-cinquième heure
1967,21300,Welcome to Hard Times
1967,21301,Far from the Madding Crowd
1966,21303,Super Pink
1966,21304,Sicque! Sicque! Sicque!
1966,21305,Pink-A-Boo
1966,21306,The Pique Poquette of Paris
1967,21306,Tobruk
1965,21307,Sands of the Kalahari
1966,21307,The Genie with the Light Pink Fur
1966,21310,The Sand Pebbles
1966,21312,The Blue Max
1967,21314,Hotel
1966,21316,A Taste of Catnip
1967,21321,40 Guns to Apache Pass
1966,21322,The Witches
1966,21323,"Pink, Plunk, Plink"
1967,21327,Hot Diggity Dog
1967,21328,Horse Play
1967,21329,Secret Agent Woody Woodpecker
1967,21330,Chilly Chums
1967,21334,Camelot
1966,21339,Sugar and Spies
1967,21347,Don't Make Waves
1968,21349,The Brotherhood
1966,21356,"That's No Lady, That's Notre Dame"
1967,21357,How to Succeed in Business Without Really Trying
1967,21361,The Night of the Generals
1967,21362,The Happening
1966,21367,Funeral in Berlin
1968,21372,The Private Navy of Sgt. O'Farrell
1967,21381,Pinknic
1966,21384,Hawaii
1966,21384,Unsafe and Seine
1964,21386,Per un pugno di dollari
1967,21387,Hurry Sundown
1967,21388,Le Quiet Squad
1967,21395,Bonnie and Clyde
1966,21397,Murderers' Row
1966,21399,The Spy in the Green Hat
1967,21401,The Double Man
1967,21405,Thoroughly Modern Millie
1966,21414,The Quiller Memorandum
1967,21417,Luv
1967,21418,Sacré Bleu Cross
1966,21419,Toulouse La Trick
1966,21420,Rock a Bye Pinky
1967,21421,Custer of the West
1967,21423,In the Heat of the Night
1967,21431,The St. Valentine's Day Massacre
1967,21432,How I Won the War
1968,21432,The Swimmer
1967,21433,Africa: Texas Style
1967,21434,The Mummy's Shroud
1967,21435,The Busy Body
1967,21436,Barefoot in the Park
1967,21437,Waterhole #3
1967,21438,"Easy Come, Easy Go"
1967,21440,Gunn
1967,21441,Half a Sixpence
1967,21443,Eight on the Lam
1967,21446,Pink Posies
1966,21447,Triple Cross
1967,21448,Casino Royale
1967,21450,Cool Hand Luke
1968,21452,Firecreek
1966,21456,I diafanoidi vengono da Marte
1967,21461,In the Pink
1967,21462,Pink Panic
1967,21464,Jet Pink
1967,21472,Bomb Voyage
1967,21473,Rough Night in Jericho
1967,21476,Marat/Sade
1967,21480,Le Pig-Al Patrol
1967,21481,The Last Safari
1967,21483,Le Escape Goat
1967,21483,The Way West
1967,21484,The Jungle Book
1967,21485,Hour of the Gun
1967,21486,Banning
1967,21489,Point Blank
1967,21492,The Naked Runner
1967,21495,The War Wagon
1967,21498,The Last Challenge
1967,21500,Pink of the Litter
1967,21501,Le Bowser Bagger
1966,21504,Navajo Joe
1967,21507,Games
1968,21512,Will Penny
1967,21515,The Long Duel
1968,21521,Never a Dull Moment
1967,21523,Le Cop on Le Rocks
1967,21524,Pinto Pink
1967,21525,Crow De Guerre
1967,21526,Pink Paradise
1968,21527,La Bataille de San Sebastian
1967,21531,Wait Until Dark
1967,21538,Tour De Farce
1967,21544,Quacker Tracker
1967,21545,Congratulations It's Pink
1967,21545,The Music Mice-Tro
1967,21546,The Spy Swatter
1967,21547,Speedy Ghost to Town
1967,21549,Hot Rods to Hell
1967,21553,The Bobo
1968,21555,Madigan
1968,21556,House of Cards
1968,21557,The Secret War of Harry Frigg
1968,21560,The Wicked Dreams of Paula Schultz
1967,21562,A Challenge for Robin Hood
1967,21563,Quatermass and the Pit
1968,21564,Oliver!
1967,21567,Billion Dollar Brain
1968,21569,The Power
1967,21573,The Karate Killers
1968,21575,The Odd Couple
1967,21583,Canadian Can-Can
1968,21583,Hostile Witness
1967,21584,The Shooting of Caribou Lou
1967,21586,The Hand Is Pinker Than the Eye
1967,21587,Prefabricated Pink
1968,21601,Speedway
1967,21604,Questi fantasmi
1967,21605,Rodent to Stardom
1967,21606,Go Away Stowaway
1967,21607,Cool Cat
1968,21612,The Thomas Crown Affair
1968,21613,The Party
1968,21615,Inspector Clouseau
1968,21620,One Horse Town
1968,21625,The Charge of the Light Brigade
1966,21628,"Buono, il brutto, il cattivo, Il"
1968,21633,Day of the Evil Gun
1968,21633,Star!
1967,21635,Guess Who's Coming to Dinner
1968,21651,Hellfighters
1968,21652,Salt and Pepper
1968,21655,Ice Station Zebra
1968,21656,The Legend of Lylah Clare
1968,21657,The Green Berets
1968,21664,The Vengeance of She
1967,21666,You Only Live Twice
1968,21667,Where Angels Go Trouble Follows!
1968,21674,Rosemary's Baby
1968,21675,Villa Rides
1968,21678,No Way to Treat a Lady
1968,21682,Chitty Chitty Bang Bang
1969,21684,The Illustrated Man
1968,21686,Sky Blue Pink
1968,21687,Psychedelic Pink
1968,21688,London Derrière
1968,21688,Tickled Pink
1968,21689,Le Great Dane Robbery
1968,21695,"Stay Away, Joe"
1967,21697,Merlin the Magic Mouse
1967,21699,Fiesta Fiasco
1968,21704,Hippydrome Tiger
1968,21705,The Fixer
1968,21708,"Yours, Mine and Ours"
1968,21710,The Helicopter Spies
1968,21713,Planet of the Apes
1967,21715,Pink Outs
1968,21717,The Devil's Brigade
1968,21718,The Detective
1969,21720,Mackenna's Gold
1968,21721,The Devil Rides Out
1967,21723,The Bear That Wasn't
1968,21729,Come on In! The Water's Pink
1968,21730,A Man Called Gannon
1968,21734,The Sergeant
1968,21736,Coogan's Bluff
1968,21737,Lo sbarco di Anzio
1968,21737,"Put-Put, Pink"
1968,21738,Pinkadilly Circus
1968,21740,G.I. Pink
1968,21741,The Pink Quarterback
1968,21742,Lucky Pink
1968,21744,Transylvania Mania
1968,21745,Bear De Guerre
1968,21756,Romeo and Juliet (I)
1971,21759,Bedknobs and Broomsticks
1969,21766,Backtrack!
1967,21766,Operazione San Pietro
1968,21767,The Shoes of the Fisherman (I)
1968,21769,Where Eagles Dare
1968,21776,Hang 'Em High
1968,21778,Norman Normal
1967,21780,Odio per odio
1968,21782,La Feet's Defeat
1968,21783,Funny Girl
1968,21783,Skyscraper Caper
1968,21788,Three Guns for Texas
1968,21789,"Twinkle, Twinkle, Little Pink"
1968,21799,The Boston Strangler
1968,21805,Pink Valiant
1968,21806,The Pink Pill
1968,21809,The Heart Is a Lonely Hunter
